pose,start,finish_time,goal_state
"[130, 131]",1515214850.525885,1515214852.52937,3
"[130, 132]",1515214864.541161,1515214867.546199,3
"[130, 133]",1515214879.557005,1515214883.226052,3
"[130, 134]",1515214895.235309,1515214899.573941,3
"[130, 135]",1515214911.585693,1515214932.948912,4
"[130, 136]",1515214944.96106,1515214966.225304,4
"[130, 137]",1515214978.233183,1515214988.913655,3
"[130, 138]",1515215000.917373,1515215010.595891,3
"[130, 139]",1515215022.602181,1515215031.61527,3
"[130, 140]",1515215043.622833,1515215051.63558,3
"[130, 141]",1515215063.644517,1515215072.320738,3
"[130, 142]",1515215084.332589,1515215090.674449,3
"[130, 143]",1515215102.68315,1515215108.023462,3
"[130, 144]",1515215120.028701,1515215124.699454,3
"[130, 145]",1515215136.705154,1515215139.709952,3
"[130, 146]",1515215151.71804,1515215157.057368,3
"[130, 147]",1515215169.067499,1515215172.736377,3
"[130, 148]",1515215184.743007,1515215188.412001,3
"[130, 149]",1515215200.422136,1515215218.44925,3
"[130, 150]",1515215230.457925,1515215240.071542,4
"[130, 151]",1515215252.081279,1515215273.443997,4
"[130, 152]",1515215285.453949,1515215295.800482,3
"[130, 153]",1515215307.809335,1515215317.486798,3
"[130, 154]",1515215329.495029,1515215338.508442,3
"[130, 155]",1515215350.516471,1515215358.528371,3
"[130, 156]",1515215370.536853,1515215377.210916,3
"[130, 157]",1515215389.219215,1515215395.227903,3
"[130, 158]",1515215407.235124,1515215412.242653,3
"[130, 159]",1515215424.249547,1515215428.587744,3
"[130, 160]",1515215440.595007,1515215444.264308,3
"[130, 161]",1515215456.271635,1515215462.280978,3
"[130, 162]",1515215474.291547,1515215479.630535,3
"[130, 163]",1515215491.638758,1515215496.645992,3
"[130, 164]",1515215508.657113,1515215515.330312,3
"[130, 165]",1515215527.33883,1515215548.701639,4
"[130, 166]",1515215560.708869,1515215570.322244,4
"[130, 167]",1515215582.330099,1515215592.044381,4
"[130, 168]",1515215604.051016,1515215613.664582,4
"[130, 169]",1515215625.672255,1515215635.386824,4
"[130, 170]",1515215647.392481,1515215657.106382,4
"[130, 171]",1515215669.113126,1515215687.803959,3
"[130, 172]",1515215699.811244,1515215711.159471,3
"[130, 173]",1515215723.171586,1515215732.85035,3
"[130, 174]",1515215744.858668,1515215753.534828,3
"[130, 175]",1515215765.54171,1515215773.885437,3
"[130, 176]",1515215785.890479,1515215792.900977,3
"[130, 177]",1515215804.909303,1515215810.918162,3
"[130, 178]",1515215822.925716,1515215828.93571,3
"[130, 179]",1515215840.941278,1515215845.948982,3
"[130, 180]",1515215857.957249,1515215862.964972,3
"[130, 181]",1515215874.972876,1515215884.988255,3
"[130, 182]",1515215896.996295,1515215902.668071,3
"[130, 183]",1515215914.679575,1515215920.018997,3
"[130, 184]",1515215932.025579,1515215937.697217,3
"[130, 185]",1515215949.70467,1515215965.728119,3
"[130, 186]",1515215977.735786,1515215988.08286,3
"[130, 187]",1515216000.093042,1515216010.772423,3
"[130, 188]",1515216022.780521,1515216032.125718,3
"[130, 189]",1515216044.137686,1515216063.473024,3
"[130, 190]",1515216075.483513,1515216088.819381,3
"[130, 191]",1515216100.826945,1515216131.504449,3
"[130, 192]",1515216143.51271,1515216160.200305,3
"[130, 193]",1515216172.206672,1515216195.904146,3
"[130, 194]",1515216207.911336,300.0,1
"[130, 195]",1515216519.922303,1515216529.937694,3
"[130, 196]",1515216541.946709,300.0,1
"[130, 197]",1515216853.954813,1515216864.30178,3
"[130, 198]",1515216876.308896,1515216897.640673,4
"[130, 199]",1515216909.647019,1515216930.910018,4
"[130, 200]",1515216942.918717,1515216964.081181,4
"[130, 201]",1515216976.089821,1515216997.351958,4
"[130, 202]",1515217009.364546,1515217030.59669,4
"[130, 203]",1515217042.604453,1515217048.944971,3
"[130, 204]",1515217060.954427,1515217067.627957,3
"[130, 205]",1515217079.635852,1515217086.978266,3
"[130, 206]",1515217098.989435,1515217106.664307,3
"[130, 207]",1515217118.672474,1515217128.351045,3
"[130, 208]",1515217140.357491,1515217150.035146,3
"[130, 209]",1515217162.044432,1515217172.391293,3
"[130, 210]",1515217184.399027,1515217196.748571,3
"[130, 211]",1515217208.759021,1515217230.091056,4
"[130, 212]",1515217242.098407,1515217267.436065,3
"[130, 213]",1515217279.444838,300.0,1
"[130, 214]",1515217591.455212,300.0,1
"[130, 215]",1515217903.46452,1515217924.697231,4
"[130, 216]",1515217936.707312,1515217957.969447,4
"[130, 217]",1515217969.980505,1515217978.32455,3
"[130, 218]",1515217990.329905,1515217998.004998,3
"[130, 219]",1515218010.014427,1515218018.026417,3
"[130, 220]",1515218030.03431,1515218038.377962,3
"[130, 221]",1515218050.389453,1515218059.403161,3
"[130, 222]",1515218071.409128,1515218081.086259,3
"[130, 223]",1515218093.095318,1515218103.774052,3
"[130, 224]",1515218115.781063,300.0,1
"[130, 225]",1515218427.790788,1515218448.952727,4
"[130, 226]",1515218460.964086,1515218483.29855,3
"[130, 227]",1515218495.305122,1515218519.641346,3
"[130, 228]",1515218531.652211,1515218564.332956,3
"[130, 229]",1515218576.339017,1515218597.601133,4
"[130, 230]",1515218609.609851,1515218630.772354,4
"[130, 231]",1515218642.781263,1515218658.804765,3
"[130, 232]",1515218670.814761,1515218678.82642,3
"[130, 233]",1515218690.834177,1515218699.510492,3
"[130, 234]",1515218711.51921,1515218720.532818,3
"[130, 235]",1515218732.5405,1515218742.218395,3
"[130, 236]",1515218754.223567,1515218764.570538,3
"[130, 237]",1515218776.57869,1515218787.257638,3
"[130, 238]",1515218799.264901,1515218814.603756,3
"[130, 239]",1515218826.613867,1515218836.327435,4
"[130, 240]",1515218848.335035,1515218881.347518,3
"[130, 241]",1515218893.354461,1515218915.049935,3
"[130, 242]",1515218927.059313,1515218948.754793,3
"[130, 243]",1515218960.761846,1515218981.994319,4
"[130, 244]",1515218994.002441,1515219015.165227,4
"[130, 245]",1515219027.174849,1515219086.862761,3
"[130, 246]",1515219098.871001,1515219107.884635,3
"[130, 247]",1515219119.89503,1515219129.572655,3
"[130, 248]",1515219141.58032,1515219151.258733,3
"[130, 249]",1515219163.267019,1515219173.281782,3
"[130, 250]",1515219185.292975,1515219195.972109,3
"[130, 251]",1515219207.981531,1515219219.330427,3
"[130, 252]",1515219231.337079,1515219250.365809,3
"[130, 253]",1515219262.375033,1515219272.020693,4
"[130, 254]",1515219284.027986,1515219305.36243,3
"[130, 255]",1515219317.371804,1515219340.068031,3
"[130, 256]",1515219352.076841,1515219376.776525,3
"[130, 257]",1515219388.786389,1515219437.789897,3
"[130, 258]",1515219449.800827,1515219471.131053,4
"[130, 259]",1515219483.143053,1515219494.491698,3
"[130, 260]",1515219506.504923,1515219516.851794,3
"[130, 261]",1515219528.85986,1515219539.206454,3
"[130, 262]",1515219551.214003,1515219561.560837,3
"[130, 263]",1515219573.568504,1515219584.585565,3
"[130, 264]",1515219596.595042,1515219607.611058,3
"[130, 265]",1515219619.618695,1515219631.968631,3
"[130, 266]",1515219643.976252,300.0,1
"[130, 267]",1515219955.986121,1515219965.599751,4
"[130, 268]",1515219977.607002,1515219997.299035,3
"[130, 269]",1515220009.310494,1515220031.342956,3
"[130, 270]",1515220043.351807,1515220071.024179,3
"[130, 271]",1515220083.033008,1515220104.396797,4
"[130, 272]",1515220116.403454,1515220125.916266,4
"[130, 273]",1515220137.925132,1515220150.945764,3
"[130, 274]",1515220162.955302,1515220174.303337,3
"[130, 275]",1515220186.310346,1515220197.32615,3
"[130, 276]",1515220209.33651,1515220220.684959,3
"[130, 277]",1515220232.697951,1515220244.715678,3
"[130, 278]",1515220256.723298,1515220268.741441,3
"[130, 279]",1515220280.752263,1515220293.101675,3
"[130, 280]",1515220305.112067,300.0,1
"[130, 281]",1515220617.124997,1515220626.738539,4
"[130, 282]",1515220638.74628,1515220657.437171,3
"[130, 283]",1515220669.444973,1515220695.481915,3
"[130, 284]",1515220707.492475,1515220794.832896,3
"[130, 285]",1515220806.840064,300.0,1
"[130, 286]",1515221118.851284,1515221128.496014,4
"[130, 287]",1515221140.504097,1515221226.528779,3
"[130, 288]",1515221238.539013,1515221250.873453,3
"[130, 289]",1515221262.879034,1515221277.564905,3
"[130, 290]",1515221289.572791,1515221301.590705,3
"[130, 291]",1515221313.597105,1515221326.278735,3
"[130, 292]",1515221338.291272,1515221350.973081,3
"[130, 293]",1515221362.978508,1515221376.662594,3
"[130, 294]",1515221388.673136,300.0,1
"[130, 295]",1515221700.679407,1515221710.393449,4
"[130, 296]",1515221722.406347,1515221749.076018,3
"[130, 297]",1515221761.085135,1515221779.419685,3
"[130, 298]",1515221791.428167,1515221813.461136,3
"[130, 299]",1515221825.469282,1515221854.811583,3
"[130, 300]",1515221866.821271,1515221876.466174,4
"[130, 301]",1515221888.471234,1515221903.494539,3
"[130, 302]",1515221915.501405,1515221927.850669,3
"[130, 303]",1515221939.85814,1515221953.193145,3
"[130, 304]",1515221965.204914,1515221978.887833,3
"[130, 305]",1515221990.896194,1515222004.230642,3
"[130, 306]",1515222016.240466,1515222029.924893,3
"[130, 307]",1515222041.933013,1515222055.616902,3
"[130, 308]",1515222067.625306,1515222084.313554,3
"[130, 309]",1515222096.321861,1515222117.654256,4
"[130, 310]",1515222129.663588,1515222149.997989,3
"[130, 311]",1515222162.004621,1515222191.347503,3
"[130, 312]",1515222203.35736,1515222223.387093,3
"[130, 313]",1515222235.398451,1515222271.081972,3
"[130, 314]",1515222283.092599,1515222292.30509,4
"[130, 315]",1515222304.313367,1515222325.676834,4
"[130, 316]",1515222337.686024,1515222357.021032,3
"[130, 317]",1515222369.030775,1515222386.721065,3
"[130, 318]",1515222398.730856,1515222427.737501,3
"[130, 319]",1515222439.747895,1515222455.434427,3
"[130, 320]",1515222467.447019,1515222481.468046,3
"[130, 321]",1515222493.474622,1515222506.810101,3
"[130, 322]",1515222518.819011,1515222533.156203,3
"[130, 323]",1515222545.164646,1515222561.189299,3
"[130, 324]",1515222573.197035,1515222587.533005,3
"[130, 325]",1515222599.541126,1515222614.226251,3
"[130, 326]",1515222626.23411,1515222640.920039,3
"[130, 327]",1515222652.928999,1515222667.614837,3
"[130, 328]",1515222679.621161,1515222696.309815,3
"[130, 329]",1515222708.317656,1515222731.352297,3
"[130, 330]",1515222743.35961,1515222761.69408,3
"[130, 331]",1515222773.703785,1515222792.731066,3
"[130, 332]",1515222804.740389,300.0,1
"[130, 333]",1515223116.750821,1515223206.784006,3
"[130, 334]",1515223218.792891,1515223250.802004,3
"[130, 335]",1515223262.810994,1515223280.151875,3
"[130, 336]",1515223292.159392,1515223309.849263,3
"[130, 337]",1515223321.855378,1515223338.194671,3
"[130, 338]",1515223350.203228,1515223366.542389,3
"[130, 339]",1515223378.550128,1515223393.572434,3
"[130, 340]",1515223405.580059,1515223419.916984,3
"[130, 341]",1515223431.92532,1515223446.610986,3
"[130, 342]",1515223458.619002,1515223473.957806,3
"[130, 343]",1515223485.965689,1515223501.303895,3
"[130, 344]",1515223513.311151,1515223529.334102,3
"[130, 345]",1515223541.341862,1515223557.028864,3
"[130, 346]",1515223569.035317,1515223594.372971,3
"[130, 347]",1515223606.381764,1515223625.40945,3
"[130, 348]",1515223637.417017,1515223656.753706,3
"[130, 349]",1515223668.763017,1515223687.790636,3
"[130, 350]",1515223699.800867,1515223749.386165,4
"[130, 351]",1515223761.393805,1515223800.750818,3
"[130, 352]",1515223812.759432,1515223840.764438,3
"[130, 353]",1515223852.775417,1515223879.779375,3
"[130, 354]",1515223891.789308,1515223909.478768,3
"[130, 355]",1515223921.483415,1515223937.823061,3
"[130, 356]",1515223949.831002,1515223966.170814,3
"[130, 357]",1515223978.179025,1515223993.517232,3
"[130, 358]",1515224005.522929,1515224021.547146,3
"[130, 359]",1515224033.553765,1515224049.577386,3
"[130, 360]",1515224061.58789,1515224077.611577,3
"[130, 361]",1515224089.621586,1515224105.961156,3
"[130, 362]",1515224117.972465,1515224133.659876,3
"[130, 363]",1515224145.669287,1515224162.358819,3
"[130, 364]",1515224174.365696,1515224191.707584,3
"[130, 365]",1515224203.71296,1515224221.740098,3
"[130, 366]",1515224233.751328,1515224253.086795,3
"[130, 367]",1515224265.093408,1515224292.433376,3
"[130, 368]",1515224304.442415,300.0,1
"[130, 369]",1515224616.449651,1515224625.963173,4
"[130, 370]",1515224637.971319,300.0,1
