pose,start,finish_time,goal_state
"[300, 301]",1514830947.417868,1514830979.423721,4
"[300, 302]",1514830991.431692,1514831023.437756,4
"[300, 303]",1514831035.446482,1514831067.451299,4
"[300, 304]",1514831079.459867,1514831111.464997,4
"[300, 305]",1514831123.474261,1514831155.149056,4
"[300, 306]",1514831167.154421,1514831198.828323,4
"[300, 307]",1514831210.83806,1514831242.843076,4
"[300, 308]",1514831254.851269,1514831286.855996,4
"[300, 309]",1514831298.86493,1514831330.537771,4
"[300, 310]",1514831342.547593,1514831374.219508,4
"[300, 311]",1514831386.224961,1514831417.897911,4
"[300, 312]",1514831429.910844,1514831461.916555,4
"[300, 313]",1514831473.926123,1514831505.931193,4
"[300, 314]",1514831517.940097,1514831539.288477,4
"[300, 315]",1514831551.295004,1514831592.987039,4
"[300, 316]",1514831604.998074,1514831644.001305,4
"[300, 317]",1514831656.010779,1514831692.697245,4
"[300, 318]",1514831704.707342,1514831738.71657,4
"[300, 319]",1514831750.726078,1514831782.732277,4
"[300, 320]",1514831794.743943,1514831826.748478,4
"[300, 321]",1514831838.758401,1514831870.429735,4
"[300, 322]",1514831882.439681,1514831914.110605,4
"[300, 323]",1514831926.120801,1514831958.126193,4
"[300, 324]",1514831970.132617,1514832002.137285,4
"[300, 325]",1514832014.146316,1514832046.149121,4
"[300, 326]",1514832058.158325,1514832090.161693,4
"[300, 327]",1514832102.1722,1514832134.177113,4
"[300, 328]",1514832146.18814,1514832178.193081,4
"[300, 329]",1514832190.204763,1514832221.875423,4
"[300, 330]",1514832233.884943,1514832265.89139,4
"[300, 331]",1514832277.899725,1514832309.902045,4
"[300, 332]",1514832321.912367,1514832353.915918,4
"[300, 333]",1514832365.924639,1514832406.615596,4
"[300, 334]",1514832418.622931,1514832456.973615,4
"[300, 335]",1514832468.980473,1514832504.660035,4
"[300, 336]",1514832516.667473,1514832549.673815,4
"[300, 337]",1514832561.682405,1514832593.684417,4
"[300, 338]",1514832605.696187,1514832637.369168,4
"[300, 339]",1514832649.377729,1514832681.381849,4
"[300, 340]",1514832693.391015,1514832725.395937,4
"[300, 341]",1514832737.406378,1514832769.080366,4
"[300, 342]",1514832781.088247,1514832813.093605,4
"[300, 343]",1514832825.103497,1514832857.107264,4
"[300, 344]",1514832869.116355,1514832901.12191,4
"[300, 345]",1514832913.131842,1514832945.135356,4
"[300, 346]",1514832957.147556,1514832989.150523,4
"[300, 347]",1514833001.161043,1514833033.165051,4
"[300, 348]",1514833045.171617,1514833077.17656,4
"[300, 349]",1514833089.185334,1514833121.190678,4
"[300, 350]",1514833133.200888,1514833165.206286,4
"[300, 351]",1514833177.212288,1514833215.904784,4
"[300, 352]",1514833227.916317,1514833263.929054,4
"[300, 353]",1514833275.939107,1514833309.61528,4
"[300, 354]",1514833321.625938,1514833353.629074,4
"[300, 355]",1514833365.636814,1514833397.305382,4
"[300, 356]",1514833409.318266,1514833441.322433,4
"[300, 357]",1514833453.330766,1514833485.335474,4
"[300, 358]",1514833497.342398,1514833529.345419,4
"[300, 359]",1514833541.351731,1514833573.355784,4
"[300, 360]",1514833585.365101,1514833617.369442,4
"[300, 361]",1514833629.378455,1514833661.382133,4
"[300, 362]",1514833673.39057,1514833705.392659,4
"[300, 363]",1514833717.40367,1514833749.407434,4
"[300, 364]",1514833761.415243,1514833793.419553,4
"[300, 365]",1514833805.426283,1514833837.429564,4
"[300, 366]",1514833849.437485,1514833881.44168,4
"[300, 367]",1514833893.454203,1514833925.457358,4
"[300, 368]",1514833937.46855,1514833969.472583,4
"[300, 369]",1514833981.482265,1514834002.829719,4
"[300, 370]",1514834014.84041,1514834050.520563,4
"[300, 371]",1514834062.530864,1514834096.540634,4
"[300, 372]",1514834108.54961,1514834140.893168,4
"[300, 373]",1514834152.901261,1514834184.904914,4
"[300, 374]",1514834196.9115,1514834228.9148,4
"[300, 375]",1514834240.924219,1514834272.926548,4
"[300, 376]",1514834284.934086,1514834316.936843,4
